2024-08-27 17:16:18 UTC | PROCESS | INFO | (pkg/util/log/log.go:831 in func1) | running on platform: ubuntu
2024-08-27 17:17:15 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:17:15 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:17:20 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:175 in GetContainers) | PIDs for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: <nil>
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/process/util/containers/containers.go:180 in GetContainers) | Container network stats for: &{EntityID:{Kind:container ID:f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50} EntityMeta:{Name:process-agent Namespace:k8s.io Annotations:map[] Labels:map[baseimage.name:ubuntu:24.04 baseimage.os:ubuntu noble io.cri-containerd.kind:container io.kubernetes.container.name:process-agent io.kubernetes.pod.name:kind-datadog-648gw io.kubernetes.pod.namespace:default io.kubernetes.pod.uid:d2128bd6-4ea5-4272-9b4f-d0275e6a6bcf maintainer:Datadog <package@datadoghq.com> org.opencontainers.image.authors:Datadog <package@datadoghq.com> org.opencontainers.image.base.name:ubuntu:24.04 org.opencontainers.image.created:2024-07-25 18:45:30+00:00 org.opencontainers.image.ref.name:ubuntu org.opencontainers.image.revision:"***********************************36856" org.opencontainers.image.source:https://github.com/DataDog/datadog-agent org.opencontainers.image.title:Datadog Agent org.opencontainers.image.vendor:Datadog, Inc. org.opencontainers.image.version:7.55.2]} ECSContainer:<nil> EnvVars:map[DOCKER_DD_AGENT:true] Hostname: Image:********@sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03 RawName:gcr.io/datadoghq/agent:7.55.2-jmx Name:gcr.io/datadoghq/agent Registry:gcr.io ShortName:agent Tag:7.55.2-jmx RepoDigest:sha256:569ff5d3908115e467230089d6dd3e3b4e6c9f2570abcd1fabab8bbe88864e03} NetworkIPs:map[:10.244.2.67] PID:0 Ports:[] Runtime:containerd RuntimeFlavor: State:{Running:true Status:running Health: CreatedAt:2024-08-27 17:16:18.283648673 +0000 UTC StartedAt:2024-08-27 17:16:18.283648673 +0000 UTC FinishedAt:0001-01-01 00:00:00 +0000 UTC ExitCode:<nil>} CollectorTags:[] Owner:0x4000345e60 SecurityContext:<nil> Resources:{CPURequest:<nil> CPULimit:<nil> MemoryRequest:<nil> MemoryLimit:<nil>} CgroupPath:kubelet-kubepods-besteffort-podd2128bd6_4ea5_4272_9b4f_d0275e6a6bcf.slice/cri-containerd-f41e407bd3295bf2ae57090757caa9c4c4282c126363c4d7749477613d4ffa50.scope} not available, err: no process found inside this cgroup, impossible to gather network stats
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/process/checks/net.go:190 in Run) | collected connections in 10.189542ms
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153531692289933312
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153531692289933313
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/process/runner/submitter.go:418 in messagesToCheckResult) | the request id of the current message: 10153531692289933314
2024-08-27 17:17:25 UTC | PROCESS | INFO | (pkg/process/runner/runner.go:243 in logCheckDuration) | Finished connections check #3 in 15.465083ms
2024-08-27 17:17:25 UTC | PROCESS | DEBUG | (pkg/util/kubernetes/kubelet/podwatcher.go:146 in computeChanges) | Found 0 changed pods out of 8
