2024-08-19 15:35:57 UTC | CLUSTER | INFO | (pkg/util/log/log.go:826 in func1) | Starting to load the configuration
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/ec2/ec2.go:148 in GetHostAliases) | failed to get instance ID from metadata API for Host Alias: Get "http://169.254.169.254/latest/meta-data/instance-id": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/ec2/ec2.go:155 in GetHostAliases) | failed to get instance ID from DMI for Host Alias: board vendor is not AWS
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for AWS Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/latest/api/token' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudproviders.go:132 in func1) | No Oracle Host Alias: Oracle HostAliases: unable to query metadata endpoint: Get "http://169.254.169.254/opc/v2/instance/id": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudproviders.go:132 in func1) | No Azure Host Alias: Azure HostAliases: unable to query metadata endpoint: Get "http://169.254.169.254/metadata/instance/compute/vmId?api-version=2017-04-02&format=text": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/gce/gce.go:62 in GetHostAliases) | failed to get hostname to use as Host Alias: unable to retrieve hostname from GCE: GCE metadata API error: Get "http://169.254.169.254/computeMetadata/v1/instance/hostname": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for GCP Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/computeMetadata/v1/instance/name' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/ec2/ec2.go:164 in GetHostAliases) | failed to get instance ID from IMDSV2 for Host Alias: Could not fetch token from IMDSv2
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudproviders.go:132 in func1) | No IBM Host Alias: IBM HostAliases: unable to get a token: Put "http://169.254.169.254/instance_identity/v1/token?version=2022-03-08": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/gce/gce.go:68 in GetHostAliases) | failed to get Host Alias: unable to retrieve instance name and hostname from GCE: GCE metadata API error: Get "http://169.254.169.254/computeMetadata/v1/instance/name": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/cloudproviders.go:132 in func1) | No Alibaba Host Alias: Alibaba HostAliases: unable to query metadata endpoint: Get "http://100.100.100.200/latest/meta-data/instance-id": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2024-08-19 15:37:54 UTC | CLUSTER | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:130 in Get) | Adding both tags cluster_name and kube_cluster_name. You can use 'disable_cluster_name_tag_key' in the Agent config to keep the kube_cluster_name tag only
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for GCP Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for GCP Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/computeMetadata/v1/?recursive=true' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (comp/metadata/host/hostimpl/hosttags/tags.go:157 in Get) | No gce host tags, remaining attempts: 0, err: unable to get tags from gce and cache is empty: GCE metadata API error: Get "http://169.254.169.254/computeMetadata/v1/?recursive=true": dial tcp 169.254.169.254:80: connect: connection refused
2024-08-19 15:37:54 UTC | CLUSTER | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:159 in Get) | Unable to get host tags from source: gce - using cached host tags
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (comp/metadata/host/hostimpl/hosttags/tags.go:153 in Get) | Host tags from kubernetes retrieved successfully
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/network.go:39 in func1) | GetNetworkID trying GCE
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for GCP Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/computeMetadata/v1/instance/network-interfaces/' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/cloudproviders/network.go:45 in func1) | GetNetworkID trying EC2
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/config/setup/config.go:2230 in IsCloudProviderEnabled) | cloud_provider_metadata is set to [aws gcp azure alibaba oracle ibm] in agent configuration, trying endpoints for AWS Cloud Provider
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/http/transport.go:144 in 1) | URL 'http://169.254.169.254/latest/meta-data/network/interfaces/macs' matches no_proxy list item '169.254.169.254': not using any proxy
2024-08-19 15:37:54 UTC | CLUSTER | INFO | (comp/metadata/host/hostimpl/utils/host.go:105 in getNetworkMeta) | could not get network metadata: could not detect network ID
2024-08-19 15:37:54 UTC | CLUSTER | DEBUG | (pkg/util/kubernetes/apiserver/leaderelection/leaderelection.go:341 in getConfigMapLeaderElectionRecord) | LeaderElection cm is &v1.ConfigMap{TypeMeta:v1.TypeMeta{Kind:"", APIVersion:""}, ObjectMeta:v1.ObjectMeta{Name:"agent-kind-datadog-leader-election", GenerateName:"", Namespace:"default", SelfLink:"", UID:"4f263295-cbd6-44f7-8667-abde3599b231", ResourceVersion:"4946", Generation:0, CreationTimestamp:time.Date(2024, time.August, 19, 14, 58, 8, 0, time.Local), DeletionTimestamp:<nil>, DeletionGracePeriodSeconds:(*int64)(nil), Labels:map[string]string(nil), Annotations:map[string]string{"control-plane.alpha.kubernetes.io/leader":"{\"holderIdentity\":\"agent-kind-datadog-cluster-agent-75dd97446-nh2pf\",\"leaseDurationSeconds\":60,\"acquireTime\":\"2024-08-19T15:37:49Z\",\"renewTime\":\"2024-08-19T15:37:49Z\",\"leaderTransitions\":3}"}, OwnerReferences:[]v1.OwnerReference(nil), Finalizers:[]string(nil), ManagedFields:[]v1.ManagedFieldsEntry(nil)}, Immutable:(*bool)(nil), Data:map[string]string(nil), BinaryData:map[string][]uint8(nil)}
